date,league,home-team,home-score,away-team,away-score
20201015,USA Major League Soccer,VancouverWhitecaps,2,LosAngelesFC,1
20201015,USA Major League Soccer,RealSaltLake,2,PortlandTimbers,1
20201015,Colombia Copa Mustang,Junior,1,America,1
20201015,USA Major League Soccer,Dallas,1,KansasCity,0
20201015,Brazil Serie A,AtleticoMineiro,1,Fluminense,1
20201015,Brazil Serie A,SportRecife,3,Internacional,5
20201015,Brazil Serie A,AtleticoParanaense,0,Corinthians,1
20201015,USA Major League Soccer,Houston,1,Nashville,3
20201015,USA Major League Soccer,DCUnited,2,Philadelphia,2
20201015,USA Major League Soccer,InterMiami,1,AtlantaUnited,1
20201015,USA Major League Soccer,OrlandoCity,1,NewYorkCity,1
20201015,USA Major League Soccer,MontrealImpact,2,NewEngland,3
20201015,USA Major League Soccer,Cincinnati,2,Columbus,1
20201015,Brazil Serie A,Santos,0,AtleticoGoianiense,1
20201015,USA Major League Soccer,TorontoFC,1,NewYorkRedBulls,1
20201015,Ecuador Liga Pro,TecnicoUniversitario,0,BarcelonaGuayaquil,2
20201015,Colombia Copa Mustang,Envigado,1,Millonarios,2
20201012,Peru Primera Division,AcademiaCantolao,1,AlianzaUniversidad,2
20201012,Chile Primera B,Nublense,1,Barnechea,0
20201012,England League 2,Bradford,0,HarrogateTown,1
20201012,England Conference,Wrexham,0,MaidenheadUtd,1
20201012,Holland Eerste Divisie,FCDenBosch,1,HelmondSport,2
20201012,Egypt Premier League,HarasElHodood,1,Zamalek,2
20201012,Chile Primera B,SantiagoMorning,1,RangersTalca,1
20201012,Sweden Division 1,QvidingFIF,1,IFKVarnamo,2
20201012,Germany 3. Liga,Hallescher,0,FSVZwickau,2
20201012,Sweden Superettan,AFCEskilstuna,1,Orgryte,0
20201012,Chile Primera B,DeportesTemuco,0,Melipilla,3
20201012,Chile Primera B,CDSantaCruz,1,DeportesCopiapo,4
20201012,Peru Primera Division,CarlosStein,3,DeportivoLlacuabamba,3
20201012,Sweden Division 1,Vasalund,2,IFKLulea,1
20201012,Chile Primera B,Cobreloa,0,SanLuis,0
20201012,Chile Primera B,PuertoMontt,3,SanMarcos,0
20201012,Egypt Premier League,Masr,0,ElEntagElHarby,3
20201012,Egypt Premier League,AlIttihad,1,AlMasry,2
20201012,Serbia Prva Liga,Dubocica,3,Jagodina,1
20201012,Serbia Prva Liga,GraficarBeograd,0,KolubaraLazarevac,0
20201012,USA Major League Soccer,PortlandTimbers,3,SanJose,0
20201012,Colombia Copa Mustang,Millonarios,0,ItaguiDitares,0
20201012,Mexico Liga MX,SantosLaguna,2,Tijuana,0
20201012,USA Major League Soccer,KansasCity,2,Nashville,1
20201012,Brazil Serie A,Internacional,2,AtleticoParanaense,1
20201012,Brazil Serie A,Ceara,2,Corinthians,1
20201012,Brazil Serie B,SampaioCorrea,2,Botafogo,0
20201012,USA Major League Soccer,Cincinnati,0,TorontoFC,1
20201012,USA Major League Soccer,Philadelphia,2,MontrealImpact,1
20201012,USA Major League Soccer,Chicago,2,DCUnited,1
20201012,Colombia Copa Mustang,America,3,BoyacaPatriotas,0
20201008,Brazil Serie A,AtleticoParanaense,0,Ceara,0
20201008,Brazil Serie B,Cruzeiro,1,SampaioCorrea,2
20201008,Chile Primera B,DeportesCopiapo,4,SantiagoMorning,1
20201008,Chile Primera B,DeportesMagallanes,1,DeportesTemuco,0
20201008,Colombia Copa Mustang,ItaguiDitares,3,BoyacaPatriotas,0
20201008,Euro 2020 Qualifying,NorthMacedonia,2,Kosovo,1
20201008,Euro 2020 Qualifying,Norway,1,Serbia,1
20201008,Euro 2020 Qualifying,Scotland,0,Israel,0
20201008,Euro 2020 Qualifying,Slovakia,0,RepofIreland,0
20201008,Euro 2020 Qualifying,Iceland,2,Romania,1
20201008,Euro 2020 Qualifying,Bulgaria,1,Hungary,3
20201008,Peru Primera Division,DeportivoMunicipal,1,SportingCristal,1
20201008,Chile Primera B,SanMarcos,2,CDSantaCruz,1
20201008,Egypt Premier League,Zamalek,0,WadiDegla,0
20201008,Chile Primera B,RangersTalca,3,DeportesValdivia,2
20201008,Chile Primera B,Melipilla,2,PuertoMontt,0
20201008,Estonia Esiliiga,Elva,1,FloraII,1
20201008,Chile Primera B,SanLuis,0,Nublense,2
20201008,Euro 2020 Qualifying,Georgia,1,Belarus,0
20201008,Egypt Premier League,AswanFC,2,HarasElHodood,1
20201008,Finland Veikkausliiga,KuPS,3,HIFK,2
20201008,Peru Primera Division,Cienciano,0,CarlosStein,1
20201008,Finland Kakkonen,JJK,4,SCKufu,1
20201008,Portugal LigaPro,AcademicoViseu,0,Academica,0
20201008,Chile Primera,OHiggins,0,Cobresal,2
20201008,China League One,ChangchunYatai,4,NantongZhiyun,0
20201008,China League One,BeijingRenhe,3,BeijingBaxi,2
20201008,USA Major League Soccer,LAGalaxy,3,PortlandTimbers,6
20201008,USA Major League Soccer,SanJose,3,VancouverWhitecaps,0
20201008,USA Major League Soccer,Seattle,2,RealSaltLake,1
20201008,Costa Rica Primera,Saprissa,2,SportingSanJose,1
20201008,Colombia Copa Mustang,Junior,0,Pasto,1
20201008,Honduras Liga Nacional,HondurasProgreso,1,Vida,1
20201008,Honduras Liga Nacional,CDOlimpia,0,RealDeMinas,0
20201008,Brazil Serie A,Botafogo,2,Palmeiras,1
20201008,Brazil Serie A,FortalezaCE,2,AtleticoMineiro,1
20201008,USA Major League Soccer,KansasCity,1,Chicago,0
20201008,USA Major League Soccer,Houston,2,Dallas,0
20201008,USA Major League Soccer,NewYorkCity,4,DCUnited,1
20201008,USA Major League Soccer,Philadelphia,3,Cincinnati,0
20201008,USA Major League Soccer,Columbus,1,MontrealImpact,2
20201008,USA Major League Soccer,NewEngland,0,TorontoFC,1
20201008,Brazil Serie A,Goias,2,Fluminense,4
20201008,Brazil Serie A,SaoPaulo,3,AtleticoGoianiense,0
20201008,Uruguay Primera Division,Torque,2,LiverpoolFC,1
20201008,Honduras Liga Nacional,CDRealSociedad,2,LobosUPNFM,3
20201008,Colombia Copa Mustang,Envigado,1,America,1
20201007,Brazil Serie A,Gremio,2,Coritiba,1
20201007,Brazil Serie A,Bahia,3,VascodaGama,0
20201007,Brazil Serie A,Flamengo,3,SportRecife,0
20201007,Brazil Serie A,Corinthians,1,Santos,1
20201007,Colombia Copa Mustang,Cali,1,LaEquidad,0
20201007,Honduras Liga Nacional,Platense,1,RealEspana,0
20201007,Honduras Liga Nacional,Marathon,1,Motagua,2
20201007,Peru Primera Division,AtleticoGrau,2,DeportivoBinacional,2
20201007,Uruguay Primera Division,BostonRiver,1,ClubNacional,1
20201007,Scottish League Cup,KeltyHearts,1,StJohnstone,2
20201007,Scottish League Cup,Montrose,3,RossCounty,3
20201007,Scottish League Cup,Brechin,2,DundeeUtd,6
20201007,Scottish League Cup,AirdrieUtd,0,Alloa,2
20201007,Scottish League Cup,StMirren,4,Partick,1
20201007,Scottish League Cup,Hibernian,3,BroraRangers,1
20201007,England Conference,NottsCounty,3,Altrincham,1
20201007,Scottish League Cup,StMirren,4,Partick,1
20201007,Scottish League Cup,AirdrieUtd,0,Alloa,2
20201007,Scottish League Cup,Brechin,2,DundeeUtd,6
20201007,Scottish League Cup,Hibernian,3,BroraRangers,1
20201007,Scottish League Cup,Montrose,3,RossCounty,3
20201007,Scottish League Cup,KeltyHearts,1,StJohnstone,2
20201007,Peru Primera Division,AlianzaLima,1,SportBoys,1
20201007,Sweden Division 1,LindomeGIF,1,Eskilsminne,2
20201007,Sweden Division 1,Trollhattan,2,QvidingFIF,0
20201007,Sweden Division 1,Brommapojkarna,2,OrebroSyrianska,2
20201007,Sweden Division 1,Utsiktens,1,SkovdeAIK,2
20201007,Morocco GNF 1,WydadCasablanca,2,RapideOuedZem,1
20201007,Morocco GNF 1,Khouribga,1,RajaCasablanca,2
20201007,Morocco GNF 1,IttihadTanger,0,HassaniaAgadir,0
20201007,Morocco GNF 1,RSBBerkane,4,MaghribTetouan,1
20201007,Morocco GNF 1,RajaBeniMellal,0,AthleticYoussoufia,2
20201007,Egypt Premier League,Enppi,0,AlAhly,3
20201007,Germany Regionalliga North,Altona,931,FCTeutonia,054
20201007,Sweden Division 1,Haninge,1,Gefle,4
20201007,Sweden Division 1,Taby,1,Sollentuna,6
20201007,Sweden Division 1,AssyriskaTurabdin,2,MotalaAIF,1
20201007,Sweden Division 1,IFKVarnamo,2,Linkoping,1
20201007,Sweden Division 1,Landskrona,2,Torns,0
20201007,Germany Regionalliga North,StPauliII,0,PhonixLubeck,3
20201007,Germany Regionalliga North,Hannover,96,II,1
20201007,Germany Regionalliga North,Havelse,3,WolfsburgII,1
20201007,Germany Regionalliga North,Rehden,2,BorussiaHildesheim,0
20201007,Morocco GNF 1,FARRabat,5,KhemisZemamra,2
20201007,Morocco GNF 1,MouloudiaOujda,1,OlympiqueSafi,0
20201007,Sweden Division 1,Sandviken,4,Vasalund,1
20201007,Sweden Division 1,Karlslunds,1,IFSylvia,2
20201007,Sweden Division 1,Berga,0,Frej,1
20201007,Sweden Division 1,Karlskrona,4,Oskarshamns,4
20201007,Sweden Division 1,Tvaakers,3,Lund,0
20201007,Egypt Premier League,PyramidsFC,1,Masr,0
20201007,Germany Regionalliga North,HolsteinKielII,2,HeiderSV,1
20201007,Germany Regionalliga North,AtlasDelmenhorst,0,Hannoverscher,2
20201007,Germany Regionalliga North,HansaLuneburg,1,EintrachtNorderstedt,1
20201007,Montenegro Second League,Berane,3,MornarBar,0
20201007,Montenegro Second League,Grbalj,1,Drezga,1
20201007,Montenegro Second League,Kom,0,Ibar,1
20201007,China League One,Kunshan,0,HeilongjiangLava,1
20201007,China League One,ChengduQianbao,0,TaizhouYuanda,0
20201007,China League One,HangzhouLvcheng,0,ShaanxiChangan,1
20201007,Japan J-League,SaganTosu,1,GambaOsaka,2
20201007,China League One,GuangdongKejia,3,JiangxiLiansheng,2
20201007,China League One,HubeiHuakaier,1,SichuanJiuniu,2
20201007,Colombia Copa Mustang,AtleticoBucaramanga,1,NacionaldeMedellin,2
20201007,Brazil Serie B,PontePreta,2,Guarani,0
20201007,USA Major League Soccer,Nashville,0,MinnesotaStars,0
20201007,Uruguay Primera Division,MontevideoWanderers,1,Fenix,2
20201007,Colombia Copa Mustang,DeportesTolima,2,Millonarios,2
20201005,Peru Primera Division,SportHuancayo,0,AlianzaUniversidad,1
20201005,Holland Eerste Divisie,TOPOss,2,FCDordrecht,0
20201005,Portugal LigaPro,Vizela,1,Chaves,1
20201005,England Conference North,BradfordParkAvenue,1,Gateshead,2
20201005,England Conference North,CurzonAshton,1,AlfretonTown,1
20201005,France National,Orleans,6,Annecy,1
20201005,Germany 2. Bundesliga,Nurnberg,2,Darmstadt,3
20201005,Peru Primera Division,Melgar,0,Ayacucho,0
20201005,Romania Liga I,UTABatranaDoamna,0,AcademicaClinceni,0
20201005,Bosnia and Herzegovina Premier League,Zeljeznicar,1,TuzlaCity,0
20201005,Germany 3. Liga,Wehen,2,Kaiserslautern,2
20201005,Costa Rica Primera,Jicaral,1,Cartagines,0
20201005,Sweden Superettan,Trelleborgs,2,NorrbyIF,2
20201005,Sweden Superettan,Degerfors,4,VasterasSK,1
20201005,Holland Eerste Divisie,ExcelsiorRotterdam,1,DeGraafschap,2
20201005,Jordan Pro League,AlAqaba,3,AlHussein,1
20201005,Greece Etniki Katigoria,Lamia,1,VolosNps,2
20201005,Bosnia and Herzegovina Premier League,ZrinjskiMostar,2,FKSarajevo,3
20201005,Serbia Prva Liga,TrajalKrusevac,0,SlogaKraljevo,1
20201005,Serbia Prva Liga,KolubaraLazarevac,1,RadnickiSremskaMitrovica,0
20201005,Egypt Premier League,ElGouna,0,AlMasry,2
20201005,Peru Primera Division,RealGarcilaso,0,CarlosMannucci,4
20201005,Finland Veikkausliiga,KuPS,1,FCIlves,1
20201005,Chile Primera B,PuertoMontt,1,Barnechea,1
20201005,Chile Primera B,UnionSanFelipe,1,SanMarcos,0
20201005,Chile Primera B,Melipilla,1,SantiagoMorning,1
20201005,Chile Primera B,Nublense,3,Cobreloa,2
20201005,Chile Primera B,DeportesTemuco,0,SanLuis,1
20201005,Hong Kong 1st Division,Warriors,0,GuangzhouRFU,191
20201005,Mexico Liga MX,Tijuana,0,Guadalajara,0
20201005,USA Major League Soccer,RealSaltLake,1,LosAngelesFC,3
20201005,Colombia Copa Mustang,LaEquidad,1,Medellin,0
20201005,Mexico Liga MX,JaguaresChiapas,1,Monterrey,2
20201005,Brazil Serie A,AtleticoMineiro,4,VascodaGama,1
20201005,Colombia Copa Mustang,America,3,ItaguiDitares,1
20201014,Brazil Serie A,Gremio,3,Botafogo,1
20201014,Brazil Serie B,CRB,0,Chapecoense,1
20201014,Chile Primera,ColoColo,3,UnionEspanola,5
20201014,Colombia Copa Mustang,OnceCaldas,1,Cucuta,1
20201014,Costa Rica Primera,Limon,0,SanCarlos,2
20201014,Brazil Serie A,Palmeiras,1,Coritiba,3
20201014,Ecuador Liga Pro,LDUdeQuito,5,DeportivoCuenca,0
20201014,Peru Primera Division,UniversidadCesarVallejo,2,Ayacucho,1
20201014,Brazil Serie B,SampaioCorrea,3,Figueirense,0
20201014,Colombia Copa Mustang,Cali,3,ChicoFC,1
20201014,Chile Primera,Huachipato,1,EvertonVinadelMar,0
20201014,UEFA Nations League,Greece,0,Kosovo,0
20201014,UEFA Nations League,Scotland,1,CzechRepublic,0
20201014,UEFA Nations League,Norway,1,NorthernIreland,0
20201014,UEFA Nations League,NorthMacedonia,1,Georgia,1
20201014,UEFA Nations League,Estonia,1,Armenia,1
20201014,UEFA Nations League,Romania,0,Austria,1
20201014,UEFA Nations League,Slovakia,2,Israel,3
20201014,UEFA Nations League,Croatia,1,France,2
20201014,UEFA Nations League,Iceland,1,Belgium,2
20201014,UEFA Nations League,England,0,Denmark,1
20201014,UEFA Nations League,Turkey,2,Serbia,2
20201014,UEFA Nations League,Bulgaria,0,Wales,1
20201014,UEFA Nations League,Belarus,2,Kazakhstan,0
20201014,UEFA Nations League,Moldova,0,Slovenia,4
20201014,UEFA Nations League,Portugal,3,Sweden,0
20201014,UEFA Nations League,Russia,0,Hungary,0
20201014,Wales Premier League,BalaTown,4,BarryTown,0
20201014,Ecuador Liga Pro,Delfin,2,Aucas,2
20201014,Peru Primera Division,SportBoys,2,Cienciano,1
20201014,Germany Regionalliga West,WegbergBeeck,2,Oberhausen,3
20201014,Germany Regionalliga Southwest,AstoriaWalldorf,1,FCGiessen,2
20201014,Chile Primera,Cobresal,0,CoquimboUnido,1
20201014,Ecuador Liga Pro,MushucRuna,3,IndependienteJoseTeran,2
20201014,Peru Primera Division,Melgar,3,AtleticoGrau,0
20201014,UEFA Nations League,Lithuania,0,Albania,0
20201014,Colombia Copa Mustang,BoyacaPatriotas,1,Pasto,1
20201014,UEFA Nations League,Finland,1,RepofIreland,0
20201014,Egypt Premier League,WadiDegla,0,ElGouna,2
20201014,Germany Regionalliga Southwest,Bahlinger,2,BayernAlzenau,1
20201014,Chile Primera,DeportesLaSerena,4,Palestino,2
20201014,Montenegro Second League,ArsenalTivat,2,Grbalj,0
20201014,Montenegro Second League,Bokelj,1,Jedinstvo,1
20201014,Croatia 2.HNL,Solin,1,HajdukSplitII,1
20201014,China League One,ChangchunYatai,1,SichuanJiuniu,1
20201014,Japan J-League,NagoyaGrampusEight,3,ConsadoleSapporo,0
20201014,Japan J-League,CerezoOsaka,1,ShonanBellmare,0
20201014,Japan J-League,VegaltaSendai,0,YokohamaFC,0
20201014,Japan J-League,KashiwaReysol,1,UrawaRedDiamonds,1
20201014,Japan J-League,SanfrecceHiroshima,0,KawasakiFrontale,2
20201014,Japan J-League,GambaOsaka,1,YokohamaFMarinos,1
20201014,Japan J2 League,MatsumotoYamaga,2,MitoHollyhock,2
20201014,Japan J2 League,Niigata,1,AvispaFukuoka,2
20201014,Japan J2 League,VentforetKofu,3,GiravanzKitakyushu,2
20201014,Japan J2 League,MachidaZelvia,3,KyotoPurpleSanga,0
20201014,Japan J2 League,FagianoOkayama,1,TokushimaVortis,1
20201014,Japan J2 League,FCRyukyu,0,ThespaKusatsu,1
20201014,Japan J2 League,ZwiegenKanazawa,4,RenofaYamaguchi,2
20201014,Japan J2 League,EhimeFC,1,TokyoVerdy,4
20201014,Japan J2 League,OmiyaArdija,0,JEFUnitedChiba,0
20201014,Japan J2 League,TochigiSC,0,MontedioYamagata,1
20201014,Japan J-League,VisselKobe,1,OitaTrinita,1
20201014,Japan J-League,SaganTosu,0,KashimaAntlers,2
20201014,China League One,BeijingRenhe,1,TaizhouYuanda,2
20201014,Brazil Serie B,Guarani,1,CuiabaEsporteClube,0
20201002,Brazil Serie B,CRB,3,Avai,1
20201002,Brazil Serie B,Operario,1,Vitoria,1
20201002,Ecuador Liga Pro,DeportivoCuenca,0,Olmedo,3
20201002,Paraguay Division Profesional,NacionalAsuncion,2,SoldeAmerica,2
20201002,Colombia Copa Mustang,AlianzaPetrolera,1,OnceCaldas,1
20201002,Peru Primera Division,UniversidadCesarVallejo,1,Cienciano,0
20201002,Portugal Superliga,Guimaraes,1,PacosFerreira,0
20201002,Brazil Serie B,Figueirense,4,Oeste,1
20201002,Chile Primera,OHiggins,1,CoquimboUnido,4
20201002,France Ligue 1,PSG,6,Angers,1
20201002,Holland Eerste Divisie,AZII,3,MVVMaastricht,3
20201002,Holland Eerste Divisie,NAC,4,JongAjax,0
20201002,Belgium Juliper League,Antwerp,4,KVMechelen,1
20201002,Scotland Premiership,Aberdeen,2,StMirren,1
20201002,Scotland Premiership,DundeeUtd,1,Livingston,2
20201002,Scotland Premiership,Hibernian,3,Hamilton,2
20201002,Ireland Premier,Shamrock,4,Sligo,0
20201002,Ireland Division 1,UCD,1,Bray,3
20201002,Ireland Division 1,DroghedaUtd,0,AthloneTown,2
20201002,Ireland Division 1,WexfordYouths,0,ShamrockB,2
20201002,Italy Serie A,Fiorentina,1,Sampdoria,2
20201002,England Championship,Coventry,1,Bournemouth,3
20201002,Poland Ekstraklasa,SlaskWroclaw,3,CracoviaKrakow,1
20201002,Germany Bundesliga,UnionBerlin,4,Mainz,0
20201002,Egypt Premier League,Ismaily,1,Smouha,1
20201002,Romania Liga I,CSUniversitateaCraiova,1,CSMSIasi,0
20201002,Belgium Division 2,RFCSeraing,6,ClubBruggeII,1
20201002,France National,Sete,34,FC,4
20201002,France National,Concarneau,1,Bastia,1
20201002,France National,Laval,1,RedStar,2
20201002,France National,Creteil,1,QuevillyRouen,3
20201002,France National,BastiaBorgo,1,BourgPeronnas,1
20201002,France National,Avranches,3,Cholet,1
20201002,France National,VillefrancheSurSaone,0,LeMans,1
20201002,France National,SaintBrieuc,1,LyonDuchere,1
20201002,Portugal Superliga,Moreirense,1,Boavista,1
20201002,Switzerland Challenge League,FCThun,1,NeuchatelXamax,3
20201002,Hungary NB I,MTK,1,Budafoki,2
20201002,Holland Eredivisie,FCUtrecht,1,Heerenveen,1
20201002,Germany Regionalliga Northeast,TennisBorussiaBerlin,4,UnionFuerstenwalde,2
20201002,Germany Regionalliga West,Wiedenbruck,0,Lippstadt,080
20201002,Germany Regionalliga West,RotWeissEssen,2,FortunaDusseldorfII,0
20201002,Bulgaria A PFG,CSKA,19485,BotevPlovdiv,0
20201002,Germany 3. Liga,BayernMunichII,3,DynamoDresden,0
20201002,Turkey Super Lig,GaziantepBB,1,Trabzonspor,1
20201002,Turkey Super Lig,Ankaragucu,0,Kayserispor,1
20201002,Germany Regionalliga North,Rehden,2,Havelse,1
20201002,Czech First League,Slovacko,0,Pardubice,1
20201002,Germany Regionalliga Northeast,OptikRathenow,0,HerthaBerlinII,0
20201002,Denmark Superliga,RandersFC,1,Brondby,2
20201002,Serbia Super Liga,RadnickiNis,1,MladostLucani,1
20201002,Germany Regionalliga North,WeicheFlensburg,1,HamburgII,2
20201002,Cyprus 1. Division,DoxaKatokopias,3,Karmiotissa,3
20201002,Holland Eerste Divisie,GoAheadEagles,2,FCUtrechtII,3
20201002,Holland Eerste Divisie,JongPSV,3,Telstar,0
20201002,Ireland Premier,DerryCity,2,Waterford,0
20201002,Germany 2. Bundesliga,VfLBochum,0,Osnabruck,0
20201002,Germany 2. Bundesliga,Sandhausen,1,StPauli,0
20201002,Czech FNL,Jihlava,1,SkProstejov,2
20201002,Croatia 1.HNL,Lokomotiva,0,Istra,0
20201002,Turkey Lig 1,Istanbulspor,2,Bandirmaspor,1
20201002,Portugal LigaPro,Penafiel,3,Mafra,1
20201002,Peru Primera Division,CarlosStein,1,DeportivoSanMartin,2
20201002,Poland Ekstraklasa,RakowCzestochowa,3,WislaPlock,0
20201002,Finland Veikkausliiga,Lahti,3,IFKMariehamn,1
20201002,Finland Veikkausliiga,HIFK,1,FCHonka,1
20201002,Finland Kakkonen,HJS,5,TPVTampere,2
20201002,Finland Kakkonen,VIFK,1,FCKiisto,1
20201002,Egypt Premier League,HarasElHodood,1,ElEntagElHarby,3
20201002,Bahrain Premier League,AlShabbab,0,Busaiteen,1
20201002,Bahrain Premier League,AlAhliManama,0,EastRiffa,1
20201002,Georgia Umaglesi Liga,FCTelavi,1,DinamoBatumi,3
20201002,Cyprus 1. Division,Enosis,2,AEKLarnaca,1
20201002,Bulgaria A PFG,TsarskoSeloSofia,1,ChernoMoreVarna,0
20201002,Chile Primera,SantiagoWanderers,3,MunicipalIquique,1
20201002,Uzbekistan PRL,Qizilqum,2,Qoqon,19121
20201002,Uzbekistan PRL,Nasaf,4,MashALMubarek,1
20201002,Serbia Prva Liga,Zemun,0,NoviBeograd,0
20201002,Kazakhstan Premier League,Tobol,2,Zhetysu,0
20201002,Uzbekistan PRL,Sogdiyona,2,LokomotivTashkent,1
20201002,Kazakhstan Premier League,Ordabasy,1,Taraz,1
20201002,Kazakhstan Premier League,Kaisar,0,Okzhetpes,0
20201002,Copa Libertadores,Delfin,3,DefensaYJusticia,0
20201002,Copa Libertadores,Tigre,1,ClubGuarani,3
20201019,Ecuador Liga Pro,RiverPlateEcuador,1,Emelec,0
20201019,Peru Primera Division,AtleticoGrau,0,UTCDeCajamarca,0
20201019,Portugal Superliga,Boavista,0,Guimaraes,1
20201019,Peru Primera Division,Universitario,3,RealGarcilaso,2
20201019,Holland Eerste Divisie,AZII,2,FCVolendam,6
20201019,England Premier League,Leeds,0,Wolverhampton,1
20201019,France Ligue 2,Guingamp,2,Auxerre,0
20201019,Italy Serie A,HellasVerona,0,Genoa,0
20201019,Poland Ekstraklasa,LechiaGdansk,0,PogonSzczecin,1
20201019,Germany 2. Bundesliga,StPauli,2,Nurnberg,2
20201019,Romania Liga I,AcademicaClinceni,0,SteauaBucharest,2
20201019,Holland Eerste Divisie,RodaJC,1,Telstar,1
20201019,Switzerland Challenge League,Schaffhausen,1,Aarau,2
